hhh
2025-12-28T22:06:04.845252 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3C%3E%22%27%28%29 | Body={}... | UA=curl/8.5.0 | Hash=326d25ee358c6d608ca8ff5bd5ef199a
2025-12-28T23:12:44.991459 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/api | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"json_data": {"id": "SQLI_TEST_%27%22%3B--"}}... | UA=curl/8.5.0 | Hash=6d1a26652c6797642cba9adb1dc8eac5
2025-12-28T23:12:45.128548 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/product | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=1' | Body={}... | UA=curl/8.5.0 | Hash=6040baa212fd19b534e322a8f6750e15
2025-12-28T23:12:45.264886 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin'-- | Body={}... | UA=curl/8.5.0 | Hash=2815ffc10541385af713445807ebc0ab
2025-12-28T23:12:45.447893 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/login | Attack=None | Severity=info | Reason=Normal login attempt | Query= | Body={"username": "admin'--", "password": "anything"}... | UA=curl/8.5.0 | Hash=f70c35ec34e9756954e80a1409ca8116
2025-12-28T23:12:45.583103 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:12:45.728445 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/admin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /admin | Query= | Body={}... | UA=curl/8.5.0 | Hash=c7bdb7e911df3840bd07fe6066c60fc7
2025-12-28T23:12:45.861113 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=22126050e83c170d6e2af0055943f4c6
2025-12-28T23:12:45.985314 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/wp-admin | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=0f95b26f006398bd319af99866d8b74c
2025-12-28T23:12:46.105118 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/phpmyadmin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /phpmyadmin | Query= | Body={}... | UA=curl/8.5.0 | Hash=716f0e6ecb2a31e4ba3fd1eed548d755
2025-12-28T23:12:46.232471 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/config | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /config | Query= | Body={}... | UA=curl/8.5.0 | Hash=dd1ab23f51047111b1d878c5a9b294bf
2025-12-28T23:12:46.359127 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/backup | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /backup | Query= | Body={}... | UA=curl/8.5.0 | Hash=c0f6f7e51be774ebc0bebf90b65d974c
2025-12-28T23:12:46.489375 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=sqlmap/1.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:12:46.616246 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nmap | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:12:46.744490 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nikto | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:12:46.877794 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"msg": "XSS_TEST_<>\"'"}... | UA=curl/8.5.0 | Hash=3d3780adcba140823e9fea5b19ebf156
2025-12-28T23:26:14.967480 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3C%3E%22%27%28%29 | Body={}... | UA=curl/8.5.0 | Hash=326d25ee358c6d608ca8ff5bd5ef199a
2025-12-28T23:26:15.096978 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3Ctag%3E | Body={}... | UA=curl/8.5.0 | Hash=00d364d93fb927a1b43723f51d3cea12
2025-12-28T23:26:15.233014 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=input=XSS_TEST_%22%27%3C%3E | Body={}... | UA=XSS-TEST-AGENT | Hash=7e16c358325de10e2e0ddd1215343b78
2025-12-28T23:26:15.362430 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=<script>alert('test')</script> | Body={}... | UA=curl/8.5.0 | Hash=8510b388bc0ce27d41620e414b145ffc
2025-12-28T23:26:15.498976 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=%3Cscript%3Ealert%281%29%3C%2Fscript%3E | Body={}... | UA=curl/8.5.0 | Hash=223f2cec5a8eb624eaac868f538a3509
2025-12-28T23:26:15.631575 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query= | Body={"comment": "<img src=x onerror=alert(1)>"}... | UA=curl/8.5.0 | Hash=3e46bfc558cced4f8b540bc2a4411b98
2025-12-28T23:26:15.759950 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=name=<svg/onload=alert('XSS')> | Body={}... | UA=curl/8.5.0 | Hash=746ac7bbb81706672fe349c744e77571
2025-12-28T23:26:15.902097 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=<script>alert(1)</script> | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:26:16.017028 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:26:16.146812 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/item | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=SQLI_TEST_%27%22%3B-- | Body={}... | UA=curl/8.5.0 | Hash=bb089a6db6601e54719b275d10b749e3
2025-12-28T23:26:16.276591 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin&pass=SQLI_TEST_%27-- | Body={}... | UA=curl/8.5.0 | Hash=d29b8e351fe4c25ce8ad5a30cf157d3a
2025-12-28T23:26:16.630287 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/api | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"json_data": {"id": "SQLI_TEST_%27%22%3B--"}}... | UA=curl/8.5.0 | Hash=6d1a26652c6797642cba9adb1dc8eac5
2025-12-28T23:26:16.803243 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/product | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=1' | Body={}... | UA=curl/8.5.0 | Hash=6040baa212fd19b534e322a8f6750e15
2025-12-28T23:26:16.940015 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin'-- | Body={}... | UA=curl/8.5.0 | Hash=2815ffc10541385af713445807ebc0ab
2025-12-28T23:26:17.099132 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/login | Attack=None | Severity=info | Reason=Normal login attempt | Query= | Body={"username": "admin'--", "password": "anything"}... | UA=curl/8.5.0 | Hash=f70c35ec34e9756954e80a1409ca8116
2025-12-28T23:26:17.235152 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:26:17.434238 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/admin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /admin | Query= | Body={}... | UA=curl/8.5.0 | Hash=c7bdb7e911df3840bd07fe6066c60fc7
2025-12-28T23:26:17.583903 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=22126050e83c170d6e2af0055943f4c6
2025-12-28T23:26:17.721795 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/wp-admin | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=0f95b26f006398bd319af99866d8b74c
2025-12-28T23:26:17.823300 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/phpmyadmin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /phpmyadmin | Query= | Body={}... | UA=curl/8.5.0 | Hash=716f0e6ecb2a31e4ba3fd1eed548d755
2025-12-28T23:26:17.949542 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/config | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /config | Query= | Body={}... | UA=curl/8.5.0 | Hash=dd1ab23f51047111b1d878c5a9b294bf
2025-12-28T23:26:18.087371 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/backup | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /backup | Query= | Body={}... | UA=curl/8.5.0 | Hash=c0f6f7e51be774ebc0bebf90b65d974c
2025-12-28T23:26:18.235973 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=sqlmap/1.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:26:18.402393 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nmap | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:26:18.550928 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nikto | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:26:18.681116 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"msg": "XSS_TEST_<>\"'"}... | UA=curl/8.5.0 | Hash=3d3780adcba140823e9fea5b19ebf156
2025-12-28T23:28:18.244038 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3C%3E%22%27%28%29 | Body={}... | UA=curl/8.5.0 | Hash=326d25ee358c6d608ca8ff5bd5ef199a
2025-12-28T23:28:18.378154 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3Ctag%3E | Body={}... | UA=curl/8.5.0 | Hash=00d364d93fb927a1b43723f51d3cea12
2025-12-28T23:28:18.509803 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=input=XSS_TEST_%22%27%3C%3E | Body={}... | UA=XSS-TEST-AGENT | Hash=7e16c358325de10e2e0ddd1215343b78
2025-12-28T23:28:18.612099 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=<script>alert('test')</script> | Body={}... | UA=curl/8.5.0 | Hash=8510b388bc0ce27d41620e414b145ffc
2025-12-28T23:28:18.749435 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=%3Cscript%3Ealert%281%29%3C%2Fscript%3E | Body={}... | UA=curl/8.5.0 | Hash=223f2cec5a8eb624eaac868f538a3509
2025-12-28T23:28:18.877732 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query= | Body={"comment": "<img src=x onerror=alert(1)>"}... | UA=curl/8.5.0 | Hash=3e46bfc558cced4f8b540bc2a4411b98
2025-12-28T23:28:19.010104 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=name=<svg/onload=alert('XSS')> | Body={}... | UA=curl/8.5.0 | Hash=746ac7bbb81706672fe349c744e77571
2025-12-28T23:28:19.142142 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=<script>alert(1)</script> | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:28:19.271996 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:28:19.388015 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/item | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=SQLI_TEST_%27%22%3B-- | Body={}... | UA=curl/8.5.0 | Hash=bb089a6db6601e54719b275d10b749e3
2025-12-28T23:28:19.576000 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin&pass=SQLI_TEST_%27-- | Body={}... | UA=curl/8.5.0 | Hash=d29b8e351fe4c25ce8ad5a30cf157d3a
2025-12-28T23:28:19.705785 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/api | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"json_data": {"id": "SQLI_TEST_%27%22%3B--"}}... | UA=curl/8.5.0 | Hash=6d1a26652c6797642cba9adb1dc8eac5
2025-12-28T23:28:19.823971 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/product | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=1' | Body={}... | UA=curl/8.5.0 | Hash=6040baa212fd19b534e322a8f6750e15
2025-12-28T23:28:19.951546 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin'-- | Body={}... | UA=curl/8.5.0 | Hash=2815ffc10541385af713445807ebc0ab
2025-12-28T23:28:20.126777 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/login | Attack=None | Severity=info | Reason=Normal login attempt | Query= | Body={"username": "admin'--", "password": "anything"}... | UA=curl/8.5.0 | Hash=f70c35ec34e9756954e80a1409ca8116
2025-12-28T23:28:25.324231 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/admin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /admin | Query= | Body={}... | UA=curl/8.5.0 | Hash=c7bdb7e911df3840bd07fe6066c60fc7
2025-12-28T23:28:20.264490 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:28:25.504576 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=22126050e83c170d6e2af0055943f4c6
2025-12-28T23:28:25.630622 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/wp-admin | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=0f95b26f006398bd319af99866d8b74c
2025-12-28T23:28:25.834572 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/phpmyadmin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /phpmyadmin | Query= | Body={}... | UA=curl/8.5.0 | Hash=716f0e6ecb2a31e4ba3fd1eed548d755
2025-12-28T23:28:25.988980 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/config | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /config | Query= | Body={}... | UA=curl/8.5.0 | Hash=dd1ab23f51047111b1d878c5a9b294bf
2025-12-28T23:28:26.132739 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/backup | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /backup | Query= | Body={}... | UA=curl/8.5.0 | Hash=c0f6f7e51be774ebc0bebf90b65d974c
2025-12-28T23:28:26.268268 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=sqlmap/1.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:28:26.372732 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nmap | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:28:26.530759 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nikto | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:28:26.669832 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"msg": "XSS_TEST_<>\"'"}... | UA=curl/8.5.0 | Hash=3d3780adcba140823e9fea5b19ebf156
2025-12-28T23:40:36.569609 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3C%3E%22%27%28%29 | Body={}... | UA=curl/8.5.0 | Hash=326d25ee358c6d608ca8ff5bd5ef199a
2025-12-28T23:40:36.719863 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3Ctag%3E | Body={}... | UA=curl/8.5.0 | Hash=00d364d93fb927a1b43723f51d3cea12
2025-12-28T23:40:36.869130 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=input=XSS_TEST_%22%27%3C%3E | Body={}... | UA=XSS-TEST-AGENT | Hash=7e16c358325de10e2e0ddd1215343b78
2025-12-28T23:40:36.993451 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=<script>alert('test')</script> | Body={}... | UA=curl/8.5.0 | Hash=8510b388bc0ce27d41620e414b145ffc
2025-12-28T23:40:37.129615 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=%3Cscript%3Ealert%281%29%3C%2Fscript%3E | Body={}... | UA=curl/8.5.0 | Hash=223f2cec5a8eb624eaac868f538a3509
2025-12-28T23:40:37.262049 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query= | Body={"comment": "<img src=x onerror=alert(1)>"}... | UA=curl/8.5.0 | Hash=3e46bfc558cced4f8b540bc2a4411b98
2025-12-28T23:40:37.403399 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=name=<svg/onload=alert('XSS')> | Body={}... | UA=curl/8.5.0 | Hash=746ac7bbb81706672fe349c744e77571
2025-12-28T23:40:37.525296 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=<script>alert(1)</script> | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:40:37.648544 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:40:37.774607 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/item | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=SQLI_TEST_%27%22%3B-- | Body={}... | UA=curl/8.5.0 | Hash=bb089a6db6601e54719b275d10b749e3
2025-12-28T23:40:37.915432 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin&pass=SQLI_TEST_%27-- | Body={}... | UA=curl/8.5.0 | Hash=d29b8e351fe4c25ce8ad5a30cf157d3a
2025-12-28T23:40:38.058947 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/api | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"json_data": {"id": "SQLI_TEST_%27%22%3B--"}}... | UA=curl/8.5.0 | Hash=6d1a26652c6797642cba9adb1dc8eac5
2025-12-28T23:40:38.233998 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/product | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=1' | Body={}... | UA=curl/8.5.0 | Hash=6040baa212fd19b534e322a8f6750e15
2025-12-28T23:40:38.370746 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin'-- | Body={}... | UA=curl/8.5.0 | Hash=2815ffc10541385af713445807ebc0ab
2025-12-28T23:40:38.546920 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/login | Attack=None | Severity=info | Reason=Normal login attempt | Query= | Body={"username": "admin'--", "password": "anything"}... | UA=curl/8.5.0 | Hash=f70c35ec34e9756954e80a1409ca8116
2025-12-28T23:40:38.654104 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:40:38.798652 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/admin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /admin | Query= | Body={}... | UA=curl/8.5.0 | Hash=c7bdb7e911df3840bd07fe6066c60fc7
2025-12-28T23:40:38.941894 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=22126050e83c170d6e2af0055943f4c6
2025-12-28T23:40:39.082408 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/wp-admin | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=0f95b26f006398bd319af99866d8b74c
2025-12-28T23:40:39.232889 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/phpmyadmin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /phpmyadmin | Query= | Body={}... | UA=curl/8.5.0 | Hash=716f0e6ecb2a31e4ba3fd1eed548d755
2025-12-28T23:40:39.373699 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/config | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /config | Query= | Body={}... | UA=curl/8.5.0 | Hash=dd1ab23f51047111b1d878c5a9b294bf
2025-12-28T23:40:39.520326 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/backup | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /backup | Query= | Body={}... | UA=curl/8.5.0 | Hash=c0f6f7e51be774ebc0bebf90b65d974c
2025-12-28T23:40:39.634832 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=sqlmap/1.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
